LATITUDE,LONGITUDE,utm_e,utm_n,population,count_intersections,street_length_avg,street_length_total,streets_per_node_avg,betweenness_centrality_avg,closeness_centrality_avg,clustering_coefficient_avg,street_length_total_ext,primary_length_total_ext,highway_length_total_ext,road_length_total_ext,street_oneway_length_total_ext,fraction_oneway_ext,count_roads_ext,road_lenght_avg_ext,cf,POI_Count,N_BFA,N_OtherServices,N_Retail,N_Est_Mfg,N_Est_RW,N_Est_Services,N_Est_BFA,N_Emp_Mfg,N_Emp_RW,N_Emp_Services,N_Emp_BFA,N_Emp_Tot,fis_score
-11.90831,-77.034635,278397.8154,8682774.197,11284,169,66.20328173,16948.04012,3.211428571,0.059469993,0.001221612,0.023428571,16162.21413,785.8259902,0,16948.04012,2890.156521,0.178821818,256,66.20328173,3.485317046,10,5,2,3,17,14,46,0,1107,451,8557,86,10337,0.288073382
-12.157153,-77.022899,279875.4112,8655244.8,717,39,72.64745784,4213.552555,3.225,0.083518893,0.002839931,0.020833333,4213.552555,0,0,4213.552555,1953.897891,0.463717461,58,72.64745784,3.963081418,5,3,1,1,171,138,409,13,38170,12466,143013,2434,209381,0.5
-12.156919,-76.935867,289345.5776,8655346.92,7863,67,92.3613886,10713.92108,3.236842105,0.069020863,0.001894359,0.015350877,10713.92108,0,0,10713.92108,2828.977655,0.264046901,116,92.3613886,1.758392217,3,0,2,1,0,0,0,0,0,0,0,0,0,0.5
-11.970829,-76.995232,282740.5892,8675890.404,16924,211,75.10209525,22981.24115,3.144859813,0.044538642,0.001155161,0.028816199,22612.63217,368.6089717,0,22981.24115,6771.287815,0.29944713,306,75.10209525,1.901267501,16,6,2,8,40,35,91,0,22162,1032,12518,120,35974,0.5
-12.026344,-77.129133,268201.5569,8669640.487,2491,51,64.3947263,4829.604472,3.31372549,0.101488595,0.002708496,0.071895425,3472.726234,0,1356.878239,4829.604472,1739.178641,0.500810753,75,64.3947263,3.024694292,0,0,0,0,113,19,332,0,20362,4403,62657,0,91888,0.5
-12.040875,-77.122306,268954.6766,8668030.754,9895,155,51.78594128,12273.26808,3.320512821,0.061097236,0.001965399,0,12273.26808,0,0,12273.26808,3851.194123,0.313787175,237,51.78594128,4.047351747,2,0,0,2,113,19,332,0,20362,4403,62657,0,91888,0.267854257
-12.01347,-77.10139,271207.7286,8671079.982,11892,150,70.20858534,16428.80897,2.969879518,0.051248898,0.00145703,0.006024096,16428.80897,0,0,16428.80897,6432.950051,0.391565211,234,70.20858534,2.579356725,15,9,1,5,113,19,332,0,20362,4403,62657,0,91888,0.308388936
-11.796266,-77.173707,263144.3878,8695052.118,786,36,86.2444472,4484.711254,3.051282051,0.10136047,0.002635369,0.123931624,4484.711254,0,0,4484.711254,0,0,52,86.2444472,3.015719131,1,0,0,1,0,0,1,0,0,0,75,0,75,0.5
-12.028134,-77.046369,277210.31,8669509.746,28968,151,71.11990298,17068.77672,3.303797468,0.056534348,0.001368633,0.066455696,15486.9572,1581.819512,0,17068.77672,4585.426553,0.296083116,240,71.11990298,2.370533468,43,7,10,26,156,169,447,9,35588,9086,141268,771,191046,0.533451768
-12.036915,-77.034891,278470.0018,8668545.393,19797,84,91.43834275,11429.79284,3.255555556,0.082846726,0.000857715,0.075185185,11137.5418,0,292.2510472,11429.79284,7101.392671,0.637608621,125,91.43834275,3.740939273,31,9,7,15,156,169,447,9,35588,9086,141268,771,191046,0.665541777
-11.862874,-77.079635,273457.0287,8687761.106,7522,76,79.28607022,9355.756286,3.13253012,0.070694703,0.002021808,0.034136546,9355.756286,0,0,9355.756286,1185.163086,0.126677422,118,79.28607022,2.000262312,14,7,2,5,29,9,40,0,5304,520,3158,0,9091,0.5
-11.83715,-77.108418,270296.7983,8690592.179,2816,66,132.8754277,12490.29021,3.275362319,0.064301256,0.000823861,0.024154589,9400.725125,224.6129565,2864.952124,12490.29021,103.4887814,0.011008596,94,132.8754277,2.581469156,5,0,4,1,171,37,412,0,30970,5443,68973,0,110070,0.241051437
-12.177597,-76.945603,288306.1009,8653049.181,19357,165,75.9147552,18826.85929,3.186046512,0.051510788,0.001160831,0.05620155,17099.12222,1727.737069,0,18826.85929,3201.467677,0.187229943,248,75.9147552,2.990713017,13,2,2,9,52,19,79,0,5748,1174,8408,0,17136,0.5
-12.027145,-77.011355,281021.3702,8669648.528,26287,110,74.26516684,11659.63119,3.171171171,0.052035856,0.001310352,0.015015015,10144.11754,1515.513652,0,11659.63119,3356.393966,0.330870966,157,74.26516684,4.449240503,69,38,17,14,205,209,558,9,61835,10619,158873,891,239246,0.5
-11.98597,-77.0058,281598.1352,8674200.307,30055,140,85.76638977,18010.94185,3.26056338,0.056689427,0.001266219,0.038262911,15760.58536,2250.356495,0,18010.94185,7491.607347,0.475338141,210,85.76638977,2.008433665,44,9,15,20,40,35,91,0,22162,1032,12518,120,35974,0.555839769
-11.962779,-76.989248,283387.8033,8676780.233,16923,230,67.67247794,23617.6948,3.266949153,0.036943928,0.001103185,0.012711864,22428.68556,1189.009238,0,23617.6948,6006.036308,0.267783696,349,67.67247794,2.447073229,14,4,4,6,40,35,91,0,22162,1032,12518,120,35974,0.5
-11.959784,-76.988667,283439.8818,8677112.542,16923,230,67.67247794,23617.6948,3.266949153,0.036943928,0.001103185,0.012711864,22428.68556,1189.009238,0,23617.6948,6006.036308,0.267783696,349,67.67247794,2.447073229,14,4,4,6,40,35,91,0,22162,1032,12518,120,35974,0.5
-12.012309,-76.999416,282316.38,8671295.538,22561,164,74.90917107,18352.74691,3.147928994,0.051203805,0.001427031,0.004930966,17944.99878,407.7481323,0,18352.74691,6919.291346,0.385583272,245,74.90917107,2.407661651,36,24,6,6,40,35,91,0,22162,1032,12518,120,35974,0.5
-12.072233,-77.124382,268752.7974,8664565.691,10008,23,100.3798549,3312.53521,3.230769231,0.101794872,0.002218413,0,3171.168514,141.3666962,0,3312.53521,1178.578182,0.371654227,33,100.3798549,2.266541971,1,1,0,0,0,0,0,0,0,0,0,0,0,0.5
-12.042956,-77.098693,271526.7422,8667818.155,7068,184,64.9634596,17475.17063,3.094240838,0.02992662,0.0006383,0.02617801,15772.32469,0,1702.845943,17475.17063,3721.671461,0.235962138,269,64.9634596,4.311411327,12,3,3,6,113,19,332,0,20362,4403,62657,0,91888,0.172443145
-11.983937,-77.100029,271335.2516,8674356.279,13773,223,73.58485416,23988.66246,3.172566372,0.045428607,0.001236846,0.021828909,21829.30961,0,2159.352851,23988.66246,4059.130602,0.185948648,326,73.58485416,2.030970327,20,9,6,5,0,0,0,0,0,0,0,0,0,0.5
-11.905544,-77.036029,278243.0005,8683082.875,11286,187,79.81021417,22426.67018,3.247368421,0.04788819,0.001443198,0.026315789,20652.9381,1773.732082,0,22426.67018,4113.751654,0.199184815,281,79.81021417,1.94464361,22,11,4,7,19,18,57,0,2097,494,9347,86,12201,0.269712999
-12.032369,-76.962412,286362.0694,8669100.725,9688,142,84.78489486,18228.7524,3.172413793,0.057939139,0.001404593,0.023678161,18228.7524,0,0,18228.7524,1647.418513,0.090374727,215,84.78489486,1.729337296,27,4,2,21,28,33,116,2,14727,2928,15650,51,37314,0.238633272
-12.042445,-76.974725,285030.4916,8667984.739,13848,137,78.54217404,16493.85655,3.357664234,0.055856909,0.001643448,0.01946472,16493.85655,0,0,16493.85655,5127.972024,0.310901942,210,78.54217404,1.746091362,39,15,9,15,28,33,116,2,14727,2928,15650,51,37314,0.5
-12.040579,-76.984229,283994.4853,8668176.43,13508,122,66.74353793,12080.58037,3.254098361,0.063187012,0.001775823,0.032786885,12080.58037,0,0,12080.58037,3904.094181,0.323171078,181,66.74353793,1.999981854,27,8,0,19,37,38,136,2,18812,3429,20737,51,49540,0.5
-12.052857,-77.021903,279898.8344,8666785.583,24392,56,120.6194045,10373.26878,3.209677419,0.077494271,0.001032198,0.037634409,10252.06421,0,0,10252.06421,6715.220861,0.655011588,86,119.210049,2.718779694,13,1,3,9,156,169,447,9,35588,9086,141268,771,191046,0.69719767
-12.032111,-77.066517,275024.5016,8669050.788,37734,217,72.07603618,24289.62419,3.322727273,0.053969251,0.0011438,0.025454545,24289.62419,0,0,24289.62419,7442.672986,0.306413674,337,72.07603618,2.112892194,52,20,7,25,156,169,447,9,35588,9086,141268,771,191046,0.5
-11.991234,-77.073853,274184.4521,8673570.086,27831,148,84.02281159,18653.06417,3.163398693,0.055587734,0.001231008,0.031590414,18653.06417,0,0,18653.06417,5536.773742,0.29682918,222,84.02281159,2.060023545,153,82,22,49,42,26,80,2,5171,558,7858,125,14216,0.510687567
-11.986161,-77.079982,273515.815,8674118.304,22656,254,69.45380931,25697.90944,3.143968872,0.038245785,0.001059562,0.007782101,23906.128,1791.781449,0,25697.90944,5105.26212,0.213554538,370,69.45380931,2.120692922,29,21,2,6,42,26,80,2,5171,558,7858,125,14216,0.5
-12.157762,-76.974844,285111.8848,8655216.9,22378,198,72.1033537,21414.69605,3.212871287,0.04934449,0.001304799,0.015676568,19970.25098,1444.445072,0,21414.69605,5653.512399,0.283096712,297,72.1033537,2.078843507,67,27,13,27,15,23,53,0,4954,1791,6980,0,14556,0.5
-12.167289,-76.964965,286186.2554,8654173.557,18368,220,67.95994342,22290.86144,3.173913043,0.041914069,0.001405587,0.006231884,22290.86144,0,0,22290.86144,5551.856754,0.249064253,328,67.95994342,1.669428056,9,5,0,4,15,23,53,0,4954,1791,6980,0,14556,0.5
-12.190479,-76.957289,287042.9062,8651612.789,15112,338,57.00057348,30153.30337,3.319648094,0.033032445,0.001418677,0.004398827,30153.30337,0,0,30153.30337,9300.54202,0.308441895,529,57.00057348,1.61892342,12,3,4,5,67,42,132,0,10702,2965,15388,0,31692,0.5
-12.194929,-76.954106,287394.7028,8651128.491,15112,338,57.00057348,30153.30337,3.319648094,0.033032445,0.001418677,0.004398827,30153.30337,0,0,30153.30337,9300.54202,0.308441895,529,57.00057348,1.61892342,12,3,4,5,67,42,132,0,10702,2965,15388,0,31692,0.5
-12.20371,-76.950268,287815.2937,8650157.851,7777,206,62.12431919,19258.53895,3.266990291,0.045962818,0.001458607,0.017799353,19258.53895,0,0,19258.53895,8264.01413,0.42910909,310,62.12431919,2.593293928,14,3,7,4,52,19,79,0,5748,1174,8408,0,17136,0.17575327
-12.198331,-76.952506,287571.5532,8650753.575,7777,206,62.12431919,19258.53895,3.266990291,0.045962818,0.001458607,0.017799353,19258.53895,0,0,19258.53895,8264.01413,0.42910909,310,62.12431919,2.593293928,14,3,7,4,52,19,79,0,5748,1174,8408,0,17136,0.17575327
-12.079645,-77.03671,278309.0672,8663819.495,36749,112,87.27184986,15883.47668,3.589285714,0.069121475,0.001250606,0.030952381,15883.47668,0,0,15883.47668,15511.44096,0.976577186,182,87.27184986,2.096305361,174,94,47,33,183,201,595,17,42464,10020,162049,3859,223423,0.774946557
-12.165833,-77.01968,280230.8251,8654295.865,28732,95,75.66783538,10820.50046,3.107843137,0.046296836,0.001224046,0.052287582,9369.763482,1450.555663,0,10820.31914,3578.015747,0.38186831,143,75.66656745,4.392799267,9,2,0,7,55,43,121,2,12372,4060,46190,82,67032,0.5
-11.950983,-77.049945,276765.6905,8678037.488,10395,210,77.7472133,24023.88891,3.27014218,0.048902199,0.00125953,0.018167457,20931.00054,3092.888366,0,24023.88891,5970.926476,0.285267131,309,77.7472133,1.993789609,31,14,3,14,17,14,46,0,1107,451,8557,86,10337,0.22728384
-12.09251,-77.05939,275847.9893,8662373.685,20840,130,86.19886353,17498.3693,3.348148148,0.053093763,0.001088355,0.005679012,15613.52737,1922.449553,0,17535.97693,12558.36929,0.80432621,213,82.32853018,2.073139586,51,27,16,8,13,19,119,3,8670,694,38847,2421,51015,0.5
-12.069576,-77.117976,269447.5234,8664858.775,19285,154,81.15052721,19719.57811,3.156626506,0.060094703,0.001308789,0.043574297,14010.29118,5709.286934,0,19719.57811,4037.154563,0.288156364,243,81.15052721,2.207073664,35,14,11,10,113,19,332,0,20362,4403,62657,0,91888,0.552872703
-12.054327,-77.129063,268225.5836,8666542.328,22327,150,80.88929084,18523.6476,3.111801242,0.057702938,0.00115252,0.059213251,13593.14458,4930.503018,0,18523.6476,5539.37771,0.407512601,229,80.88929084,2.372865828,15,5,3,7,113,19,332,0,20362,4403,62657,0,91888,0.52273303
-12.058864,-77.146283,266356.3694,8666018.736,8848,91,68.86927238,9503.959589,3.32967033,0.071380555,0.002034833,0.016483516,9503.959589,0,0,9503.959589,5496.074375,0.578293113,138,68.86927238,2.086586486,21,5,7,9,113,19,332,0,20362,4403,62657,0,91888,0.5
-12.07111,-77.16643,264178.0278,8664651.571,1044,27,101.6184307,5080.921534,3.34375,0.113340054,0.002123051,0.09375,5080.921534,0,0,5080.921534,4271.319109,0.840658349,50,101.6184307,1.84564811,22,20,0,2,113,19,332,0,20362,4403,62657,0,91888,0.5
-11.996181,-77.121017,269058.1187,8672977.808,6209,152,78.79526338,17334.95794,3.155844156,0.051877689,0.001429266,0.008658009,16115.13313,1219.824812,0,17334.95794,655.7687878,0.040692732,220,78.79526338,1.823106648,1,0,0,1,113,19,332,0,20362,4403,62657,0,91888,0.192330626
-11.988872,-77.116695,269520.3107,8673789.136,6612,127,88.29848156,16865.00998,3.31496063,0.051813523,0.001573117,0.018372703,16717.40612,147.6038545,0,16865.00998,1814.978933,0.108568214,191,88.29848156,1.621599916,0,0,0,0,113,19,332,0,20362,4403,62657,0,91888,0.192120847
-12.009196,-77.073689,274221.2313,8671578.645,15452,218,68.25290615,22591.71193,3.227272727,0.049368385,0.001348041,0.027424242,20866.06282,1725.649116,0,22591.71193,5686.02967,0.27250132,331,68.25290615,2.084329837,32,19,6,7,42,26,80,2,5171,558,7858,125,14216,0.5
-12.017477,-77.058067,275927.2601,8670673.055,32361,122,93.20662835,17056.81299,3.212598425,0.069010874,0.001298469,0.028346457,15517.40723,1539.405764,0,17056.81299,4035.80064,0.26008215,183,93.20662835,2.400639581,40,19,6,15,0,0,0,0,0,0,0,0,0,0.77472722
-11.942643,-77.133914,267607.0957,8678897.713,2592,137,49.68648648,10533.53513,3.113475177,0.050170927,0.002620355,0.013002364,10533.53513,0,0,10533.53513,0,0,212,49.68648648,2.628381437,0,0,0,0,113,19,332,0,20362,4403,62657,0,91888,0.186950164
-11.936753,-77.132131,267798.2655,8679540.983,2592,137,49.68648648,10533.53513,3.113475177,0.050170927,0.002620355,0.013002364,10533.53513,0,0,10533.53513,0,0,212,49.68648648,2.628381437,0,0,0,0,113,19,332,0,20362,4403,62657,0,91888,0.186950164
-11.8968,-77.1284,268167.4287,8683969.992,4975,137,51.94821793,11688.34903,3.170068027,0.046500149,0.00219687,0.005668934,11543.38105,0,144.9679883,11688.34903,949.1170306,0.082221753,225,51.94821793,3.353413666,3,1,2,0,113,19,332,0,20362,4403,62657,0,91888,0.176994098
-11.896089,-77.12402,268646.3021,8684051.115,4975,137,51.94821793,11688.34903,3.170068027,0.046500149,0.00219687,0.005668934,11543.38105,0,144.9679883,11688.34903,949.1170306,0.082221753,225,51.94821793,3.353413666,3,1,2,0,113,19,332,0,20362,4403,62657,0,91888,0.176994098
-11.892633,-77.127639,268251.0459,8684435.379,4975,137,51.94821793,11688.34903,3.170068027,0.046500149,0.00219687,0.005668934,11543.38105,0,144.9679883,11688.34903,949.1170306,0.082221753,225,51.94821793,3.353413666,3,1,2,0,113,19,332,0,20362,4403,62657,0,91888,0.176994098
-11.886428,-77.124432,268594.5105,8685124.06,5498,173,63.00706302,16633.86464,3.094444444,0.065650653,0.001158722,0.04537037,16084.78319,0,549.0814462,16633.86464,4786.974483,0.297608891,264,63.00706302,2.907237141,6,2,3,1,113,19,332,0,20362,4403,62657,0,91888,0.245803344
-11.885332,-77.127703,268233.9664,8685243.022,5498,173,63.00706302,16633.86464,3.094444444,0.065650653,0.001158722,0.04537037,16084.78319,0,549.0814462,16633.86464,4786.974483,0.297608891,264,63.00706302,2.907237141,6,2,3,1,113,19,332,0,20362,4403,62657,0,91888,0.245803344
-11.872915,-77.125724,268441.4314,8686616.715,5603,136,78.39902762,16385.39677,2.960526316,0.073278727,0.001014778,0.040570175,14397.23328,0,1988.163491,16385.39677,3547.902221,0.246429446,209,78.39902762,2.439778299,23,3,7,13,113,19,332,0,20362,4403,62657,0,91888,0.5
-11.872785,-77.121087,268942.6494,8686631.604,2506,108,65.63282671,10895.04923,2.830645161,0.07536824,0.001613388,0.022849462,10895.04923,0,0,10895.04923,48.12714003,0.00441734,166,65.63282671,1.822442049,1,0,0,1,113,19,332,0,20362,4403,62657,0,91888,0.5
-11.872369,-77.110106,270141.0754,8686684.973,3658,87,78.49275952,10675.0153,2.989583333,0.081476297,0.001691185,0.032291667,10675.0153,0,0,10675.0153,3629.58853,0.340007806,136,78.49275952,3.126481711,4,0,3,1,113,19,332,0,20362,4403,62657,0,91888,0.5
-11.875183,-77.10888,270274.1965,8686376.155,3658,87,78.49275952,10675.0153,2.989583333,0.081476297,0.001691185,0.032291667,10675.0153,0,0,10675.0153,3629.58853,0.340007806,136,78.49275952,3.126481711,4,0,3,1,113,19,332,0,20362,4403,62657,0,91888,0.5
-11.855123,-77.122894,268731.5625,8688588.56,9030,314,50.5131855,24498.89497,3.135802469,0.03515529,0.001609573,0.016460905,24347.3069,0,151.5880684,24498.89497,4848.780158,0.199150575,485,50.5131855,2.122334843,12,3,2,7,113,19,332,0,20362,4403,62657,0,91888,0.18034048
-11.798219,-77.177024,262786.2801,8694839.089,824,16,90.68700931,1904.427195,3.375,0.145833333,0.004326215,0,1904.427195,0,0,1904.427195,0,0,21,90.68700931,2.981408521,2,1,0,1,0,0,1,0,0,0,75,0,75,0.5
-11.774515,-77.17281,263223.8064,8697465.044,6060,165,63.658731,16487.61133,3.078651685,0.052909114,0.001534727,0.031086142,16487.61133,0,0,16487.61133,1058.484328,0.064198768,259,63.658731,1.534681238,17,11,4,2,0,0,0,0,0,0,0,0,0,0.195777823
-12.090461,-77.033411,278677.3694,8662616.162,34690,156,82.00183355,19598.43822,3.435897436,0.050029809,0.001006793,0.041880342,17720.06459,1878.37363,0,19598.43822,14638.28337,0.826085215,239,82.00183355,2.572509035,115,61,40,14,181,319,1300,38,63978,44173,338858,21325,527891,0.5
-12.116974,-77.006991,281573.4722,8659705.409,23013,182,77.58964595,21492.33193,3.259459459,0.048884629,0.001167989,0.033873874,19924.73037,1567.601554,0,21492.33193,10184.46079,0.511146731,277,77.58964595,1.885885853,33,9,13,11,332,595,1876,97,120171,65460,376372,18259,609089,0.5
-12.035063,-77.033836,278588.3251,8668745.437,19797,84,91.43834275,11429.79284,3.255555556,0.082846726,0.000857715,0.075185185,11137.5418,0,292.2510472,11429.79284,7101.392671,0.637608621,125,91.43834275,3.740939273,31,9,7,15,156,169,447,9,35588,9086,141268,771,191046,0.665541777
-12.094287,-77.033195,278702.2734,8662195.881,34690,156,82.00183355,19598.43822,3.435897436,0.050029809,0.001006793,0.041880342,17720.06459,1878.37363,0,19598.43822,14638.28337,0.826085215,239,82.00183355,2.572509035,115,61,40,14,181,319,1300,38,63978,44173,338858,21325,527891,0.5
-12.060938,-77.032127,278794.6102,8665892.234,32536,144,83.55441153,18883.29701,3.401360544,0.068559025,0.000962859,0.066893424,16518.91218,1253.543184,865.5560502,18638.01142,15742.4873,0.95299782,226,82.46907707,2.874272045,120,37,44,39,233,302,760,15,52803,23672,192903,1495,276944,0.77382896
-12.02698,-76.923459,290594.2387,8669728.116,9666,176,81.70966147,21081.09266,3.221590909,0.051606396,0.001355981,0.019886364,17720.56837,3360.524293,0,21081.09266,5238.312417,0.295606343,258,81.70966147,2.342524449,102,28,19,55,231,115,326,8,45064,19718,54435,935,124486,0.20861221
-12.160301,-76.941257,288760.4575,8654966.563,11234,106,74.57169885,13273.76239,3.389380531,0.056079942,0.001839044,0.014749263,13273.76239,0,0,13273.76239,2422.841985,0.182528654,178,74.57169885,2.354792228,1,1,0,0,0,0,0,0,0,0,0,0,0,0.26689431
-11.976745,-77.056972,276013.3658,8675188.21,11117,189,69.38082358,19357.24978,3.004878049,0.040152024,0.001011824,0.02,19339.59179,17.65799037,0,19357.24978,3785.24054,0.195724945,279,69.38082358,1.926955028,16,4,6,6,62,49,145,3,9104,1147,24186,331,35408,0.260751943
-11.978779,-77.053094,276439.9327,8674959.023,11117,189,69.38082358,19357.24978,3.004878049,0.040152024,0.001011824,0.02,19339.59179,17.65799037,0,19357.24978,3785.24054,0.195724945,279,69.38082358,1.926955028,16,4,6,6,62,49,145,3,9104,1147,24186,331,35408,0.260751943
-11.972305,-77.04466,277349.631,8675684.994,14464,154,71.30326996,16257.14555,2.913793103,0.052435093,0.000905729,0.013409962,16257.14555,0,0,16257.14555,3589.682446,0.220806441,228,71.30326996,2.762011477,9,2,0,7,3,9,19,1,2826,138,7771,120,10855,0.5
-11.944327,-77.08753,272663.7998,8678748.171,5720,127,101.2362135,19032.40815,3.115384615,0.061760678,0.001358971,0.033333333,18969.57208,62.83606003,0,19032.40815,4157.923259,0.219189091,188,101.2362135,2.083227463,3,0,0,3,142,28,372,0,25666,4923,65815,0,100979,0.230034437
-11.901176,-77.034381,278413.8509,8683559.911,11286,187,79.81021417,22426.67018,3.247368421,0.04788819,0.001443198,0.026315789,20652.9381,1773.732082,0,22426.67018,4113.751654,0.199184815,281,79.81021417,1.94464361,22,11,4,7,19,18,57,0,2097,494,9347,86,12201,0.269712999
-11.87391,-77.00857,281203.2246,8686600.84,8310,139,68.57019803,15428.29456,3.228187919,0.050375674,0.001986702,0.017449664,15428.29456,0,0,15428.29456,904.5031016,0.058626253,225,68.57019803,1.636123685,0,0,0,0,2,4,11,0,990,43,790,0,1864,0.187572931
-11.879687,-77.019867,279976.5049,8685950.215,9336,182,75.51798565,22051.25181,3.43315508,0.042961799,0.001525368,0.005347594,20251.92635,1799.32546,0,22051.25181,2029.738279,0.100224455,292,75.51798565,1.582893733,38,13,6,19,2,4,11,0,990,43,790,0,1864,0.189118954
-11.890586,-77.027284,279178.9208,8684738.363,12691,116,86.85559352,16763.12955,3.279069767,0.068810848,0.001391372,0.010335917,15493.26048,1269.86907,0,16763.12955,168.685346,0.01088766,193,86.85559352,1.893980883,7,3,2,2,2,4,11,0,990,43,790,0,1864,0.5
-11.887336,-77.023187,279623.0221,8685106.733,12669,159,84.68414097,20324.19383,3.117647059,0.047089279,0.001251131,0.028039216,18201.53015,2122.663678,0,20324.19383,2069.108756,0.113677737,240,84.68414097,2.43864012,17,4,7,6,2,4,11,0,990,43,790,0,1864,0.397742577
-12.010544,-76.979435,284493.2379,8671510.435,14704,102,84.2342112,13730.17643,3.317307692,0.064131851,0.001816088,0.016025641,13730.17643,0,0,13730.17643,3315.673147,0.241488022,163,84.2342112,1.897274784,9,2,2,5,40,35,91,0,22162,1032,12518,120,35974,0.5
-12.00197,-76.995632,282721.9964,8672438.132,22562,182,73.47665772,19912.17424,3.122994652,0.051028569,0.001264111,0.019607843,19912.17424,0,0,19912.17424,4914.272038,0.24679736,271,73.47665772,2.043338535,27,13,0,14,40,35,91,0,22162,1032,12518,120,35974,0.5
-12.01838,-76.8385,299844.5642,8670742.886,11,19,63.16210645,1831.701087,3.130434783,0.126011669,0.005394192,0,1831.701087,0,0,1831.701087,316.8567391,0.17298496,29,63.16210645,0,1,0,0,1,231,115,326,8,45064,19718,54435,935,124486,0.5
-12.013503,-76.825782,301224.0334,8671294.184,188,286,55.99914402,25535.60967,3.153594771,0.03763841,0.001280368,0.06372549,25535.60967,0,0,25535.60967,6724.068573,0.263321247,456,55.99914402,1.756394253,55,20,13,22,231,115,326,8,45064,19718,54435,935,124486,0.172143309
-11.993409,-76.826124,301176.6179,8673517.625,405,74,81.72859605,9562.245738,3.074074074,0.086968667,0.001649036,0.022633745,8945.579188,0,616.6665496,9562.245738,0,0,117,81.72859605,2.654900637,0,0,0,0,232,115,328,8,45807,19748,54641,935,125478,0.5
-11.983311,-77.011464,280975.0768,8674494.515,30055,140,85.76638977,18010.94185,3.26056338,0.056689427,0.001266219,0.038262911,15760.58536,2250.356495,0,18010.94185,7491.607347,0.475338141,210,85.76638977,2.008433665,44,9,15,20,40,35,91,0,22162,1032,12518,120,35974,0.555839769
-12.083393,-77.034436,278562.6405,8663400.916,24274,133,86.63044103,19405.21879,3.766917293,0.060075153,0.001182982,0.035338346,19408.40729,0,0,19408.40729,19377.58367,0.998411842,224,86.64467539,2.051884051,254,142,57,55,208,351,1448,46,70854,45107,359639,24413,560268,0.564338846
-11.98778,-77.09902,271447.4688,8673925.588,13773,223,73.58485416,23988.66246,3.172566372,0.045428607,0.001236846,0.021828909,21829.30961,0,2159.352851,23988.66246,4059.130602,0.185948648,326,73.58485416,2.030970327,20,9,6,5,0,0,0,0,0,0,0,0,0,0.5
-12.072507,-77.038396,278118.1043,8664603.682,36749,112,87.27184986,15883.47668,3.589285714,0.069121475,0.001250606,0.030952381,15883.47668,0,0,15883.47668,15511.44096,0.976577186,182,87.27184986,2.096305361,174,94,47,33,183,201,595,17,42464,10020,162049,3859,223423,0.774946557
-12.072219,-77.040007,277943.6278,8664635.577,36749,112,87.27184986,15883.47668,3.589285714,0.069121475,0.001250606,0.030952381,15883.47668,0,0,15883.47668,15511.44096,0.976577186,182,87.27184986,2.096305361,174,94,47,33,183,201,595,17,42464,10020,162049,3859,223423,0.774946557
-12.039215,-77.058147,275945.241,8668272.083,23233,115,67.87493055,12421.11229,3.130081301,0.057869414,0.001963261,0.025745257,12421.11229,0,0,12421.11229,365.4454773,0.029421317,183,67.87493055,2.662855054,6,0,1,5,156,169,447,9,35588,9086,141268,771,191046,0.525280185
-11.984369,-77.0166,280420.4354,8674368.753,30053,156,74.09075333,17263.14553,3.048192771,0.062079137,0.00127653,0.02811245,17263.14553,0,0,17263.14553,3461.26633,0.200500327,233,74.09075333,1.938632702,10,6,2,2,40,35,91,0,22162,1032,12518,120,35974,0.690081402
-11.965937,-77.002427,281952.3498,8676426.863,16924,211,75.10209525,22981.24115,3.144859813,0.044538642,0.001155161,0.028816199,22612.63217,368.6089717,0,22981.24115,6771.287815,0.29944713,306,75.10209525,1.901267501,16,6,2,8,40,35,91,0,22162,1032,12518,120,35974,0.5
-11.963807,-77.001595,282037.8135,8676659.838,16924,211,75.10209525,22981.24115,3.144859813,0.044538642,0.001155161,0.028816199,22612.63217,368.6089717,0,22981.24115,6771.287815,0.29944713,306,75.10209525,1.901267501,16,6,2,8,40,35,91,0,22162,1032,12518,120,35974,0.5
-11.95532,-76.992105,283065.9125,8677607.751,16923,230,67.67247794,23617.6948,3.266949153,0.036943928,0.001103185,0.012711864,22428.68556,1189.009238,0,23617.6948,6006.036308,0.267783696,349,67.67247794,2.447073229,14,4,4,6,40,35,91,0,22162,1032,12518,120,35974,0.5
-11.957459,-76.98928,283372.689,8677366.542,16923,230,67.67247794,23617.6948,3.266949153,0.036943928,0.001103185,0.012711864,22428.68556,1189.009238,0,23617.6948,6006.036308,0.267783696,349,67.67247794,2.447073229,14,4,4,6,40,35,91,0,22162,1032,12518,120,35974,0.5
-12.006369,-77.006313,281560.1061,8671942.847,25381,152,90.58311024,19203.61937,3.190789474,0.052108749,0.001231274,0.016447368,18055.67619,1147.943186,0,19203.61937,4399.395152,0.243657181,212,90.58311024,2.240750537,95,52,16,27,40,35,91,0,22162,1032,12518,120,35974,0.5
-12.109709,-77.02737,279346.4456,8660496.679,22618,154,82.89633825,21387.25527,3.572327044,0.058136675,0.001150588,0.020545073,17112.51114,3576.71061,634.6274793,21323.84923,15948.68629,0.931989826,258,82.65057842,2.613112974,120,48,27,45,170,327,1102,81,38683,26726,262161,13168,355101,0.526396474
